team,season,name,gameId,playerTeam,opposingTeam,home_or_away,gameDate,position,situation,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst,playoffGame
T.B,2014,T.B,2014020021,7,18,0,20141011,Team Level,all,0.6324,0.5164,0.5464,3900.0,38.511,3.623,2.831,7.924,1.196,21.597,15.829,3.511,3.569,3.457,40.0,13.0,10.0,63.0,2.0,2.0,0.0,10.0,1.0,19.0,19.0,38.0,51.0,4.0,8.0,32.0,27.0,8.0,10.0,36.0,15.0,2.0,1.305,1.668,0.65,1.0,1.0,0.0,63.19,53.0,53.382,5.0,0.619,0.65,0.65,3.592,3.544,3.457,31.368,2.106,2.319,6.889,0.993,18.383,13.31,2.093,2.188,2.175,34.0,10.0,15.0,59.0,2.0,1.0,0.0,12.0,0.0,10.0,19.0,32.0,42.0,4.0,8.0,29.0,22.0,6.0,7.0,35.0,8.0,1.0,0.957,0.939,0.209,1.0,1.0,0.0,59.873,44.0,44.67,2.0,0.531,0.022,0.022,2.615,2.71,2.691,0
N.J,2014,N.J,2014020022,6,15,1,20141011,Team Level,all,0.6062,0.4138,0.4306,3600.0,21.631,2.932,1.422,4.672,0.711,11.706,9.556,2.816,3.013,2.896,24.0,7.0,5.0,36.0,5.0,2.0,2.0,5.0,0.0,7.0,12.0,19.0,26.0,10.0,23.0,25.0,25.0,0.0,3.0,23.0,3.0,5.0,0.374,0.356,2.202,2.0,1.0,2.0,39.789,31.0,33.363,0.0,0.381,0.925,0.925,2.388,2.484,2.36,28.62,1.905,1.963,5.614,0.94,17.494,13.083,1.865,1.818,1.779,29.0,12.0,10.0,51.0,1.0,1.0,0.0,6.0,2.0,11.0,20.0,28.0,40.0,5.0,13.0,27.0,27.0,4.0,3.0,32.0,8.0,1.0,0.722,0.965,0.219,0.0,1.0,0.0,47.032,41.0,38.174,1.0,0.437,0.186,0.186,2.156,2.045,2.009,0
NYI,2014,NYI,2014020023,12,27,0,20141011,Team Level,all,0.4527,0.5455,0.5946,3600.0,29.066,2.383,2.233,6.655,0.975,19.073,12.68,2.36,2.381,2.358,31.0,13.0,10.0,54.0,4.0,1.0,1.0,2.0,1.0,13.0,23.0,27.0,40.0,6.0,15.0,31.0,25.0,9.0,7.0,35.0,8.0,1.0,1.222,0.874,0.287,3.0,1.0,0.0,55.446,44.0,45.059,6.0,0.477,0.075,0.075,2.785,2.782,2.753,21.695,2.881,1.333,4.887,0.675,11.941,8.283,2.841,2.888,2.848,24.0,6.0,15.0,45.0,3.0,1.0,1.0,5.0,1.0,9.0,11.0,21.0,27.0,8.0,19.0,25.0,25.0,7.0,5.0,23.0,5.0,2.0,0.519,0.582,1.781,0.0,1.0,2.0,43.992,30.0,29.379,3.0,0.315,0.883,0.883,2.314,2.322,2.299,0
PHI,2014,PHI,2014020024,4,13,0,20141011,Team Level,all,0.4224,0.4204,0.4158,3900.0,30.239,3.941,2.111,6.445,0.992,15.217,13.294,3.675,3.958,3.692,32.0,10.0,24.0,66.0,3.0,2.0,1.0,6.0,0.0,16.0,15.0,29.0,39.0,3.0,6.0,26.0,28.0,3.0,16.0,28.0,9.0,5.0,1.155,1.111,1.675,1.0,0.0,2.0,68.734,42.0,42.657,13.0,0.486,0.686,0.686,3.74,3.751,3.636,43.429,5.388,2.934,10.145,1.452,21.661,17.419,5.242,5.367,5.223,38.0,21.0,32.0,91.0,3.0,6.0,1.0,5.0,2.0,19.0,24.0,35.0,56.0,6.0,12.0,27.0,30.0,3.0,7.0,36.0,16.0,7.0,1.038,2.13,2.22,1.0,2.0,0.0,85.859,59.0,57.471,7.0,0.658,0.891,0.891,5.155,5.147,5.075,0
NYR,2014,NYR,2014020025,0,20,1,20141011,Team Level,all,0.2529,0.4783,0.4928,3600.0,25.05,1.319,1.656,5.91,0.852,14.375,9.889,1.309,1.311,1.301,26.0,8.0,10.0,44.0,2.0,2.0,0.0,2.0,3.0,12.0,13.0,24.0,32.0,6.0,15.0,30.0,28.0,5.0,3.0,31.0,3.0,0.0,0.89,0.428,0.0,2.0,0.0,0.0,42.407,34.0,32.932,1.0,0.352,0.249,0.249,1.421,1.413,1.407,25.048,3.897,1.927,5.038,0.795,13.386,9.957,3.836,3.91,3.848,24.0,11.0,13.0,48.0,5.0,2.0,2.0,0.0,3.0,14.0,11.0,19.0,30.0,5.0,13.0,31.0,29.0,6.0,5.0,18.0,13.0,4.0,0.669,1.485,1.743,1.0,2.0,2.0,50.084,35.0,36.23,4.0,0.415,0.374,0.374,3.938,3.946,3.913,0
STL,2014,STL,2014020026,14,23,0,20141011,Team Level,all,0.6237,0.5913,0.6235,3600.0,37.202,3.528,2.579,8.594,1.269,21.51,15.521,3.415,3.588,3.472,39.0,14.0,15.0,68.0,4.0,4.0,1.0,9.0,0.0,15.0,21.0,35.0,49.0,9.0,21.0,44.0,14.0,1.0,2.0,40.0,11.0,2.0,1.424,1.48,0.625,0.0,4.0,0.0,72.882,53.0,54.764,2.0,0.575,0.946,0.946,3.158,3.205,3.145,23.433,2.129,1.406,6.185,0.781,12.499,9.0,2.115,2.095,2.082,24.0,8.0,15.0,47.0,1.0,1.0,0.0,8.0,1.0,12.0,9.0,23.0,31.0,8.0,19.0,36.0,25.0,5.0,1.0,24.0,7.0,1.0,0.696,0.793,0.64,0.0,0.0,1.0,44.141,32.0,30.822,0.0,0.31,0.174,0.174,2.264,2.23,2.222,0
DAL,2014,DAL,2014020027,5,22,1,20141011,Team Level,all,0.2875,0.4151,0.4,3600.0,22.043,1.188,1.329,5.12,0.728,12.386,9.25,1.187,1.274,1.273,18.0,12.0,14.0,44.0,1.0,0.0,0.0,4.0,1.0,9.0,15.0,17.0,29.0,5.0,13.0,29.0,13.0,8.0,8.0,28.0,1.0,1.0,0.883,0.099,0.206,0.0,1.0,0.0,46.529,30.0,31.79,3.0,0.284,0.0,0.0,1.471,1.575,1.574,31.956,2.944,2.289,7.016,1.011,18.337,13.404,2.903,2.861,2.821,33.0,12.0,17.0,62.0,4.0,0.0,0.0,6.0,1.0,16.0,18.0,29.0,41.0,3.0,9.0,29.0,17.0,9.0,8.0,36.0,7.0,2.0,1.238,0.926,0.779,2.0,1.0,1.0,59.638,45.0,43.547,3.0,0.494,0.0,0.0,3.437,3.336,3.289,0
BUF,2014,BUF,2014020028,16,21,1,20141011,Team Level,all,0.3518,0.283,0.2976,3600.0,18.362,1.778,1.47,3.776,0.584,9.604,7.788,1.768,1.804,1.795,23.0,2.0,5.0,30.0,2.0,1.0,1.0,3.0,0.0,10.0,9.0,21.0,23.0,4.0,8.0,20.0,32.0,4.0,8.0,18.0,5.0,2.0,0.512,0.555,0.711,0.0,0.0,2.0,29.784,25.0,24.908,8.0,0.313,0.354,0.354,1.736,1.767,1.76,40.92,3.276,2.985,8.665,1.323,24.924,17.827,3.198,3.231,3.153,47.0,12.0,17.0,76.0,6.0,3.0,0.0,8.0,1.0,21.0,20.0,41.0,53.0,4.0,8.0,28.0,21.0,5.0,10.0,47.0,10.0,2.0,1.684,1.046,0.547,3.0,3.0,0.0,76.644,59.0,59.596,9.0,0.637,0.497,0.707,3.206,3.168,3.105,0
MIN,2014,MIN,2014020029,8,9,1,20141011,Team Level,all,0.6007,0.4754,0.5057,3600.0,29.332,3.506,2.614,5.562,1.071,15.95,15.297,3.477,3.58,3.551,34.0,10.0,14.0,58.0,3.0,5.0,0.0,3.0,2.0,18.0,13.0,31.0,41.0,6.0,12.0,30.0,14.0,12.0,4.0,36.0,4.0,4.0,0.746,0.412,2.349,0.0,2.0,1.0,61.128,44.0,46.153,2.0,0.628,0.12,0.12,4.014,4.104,4.04,30.728,2.331,2.069,7.218,1.085,16.785,13.513,2.306,2.222,2.198,30.0,13.0,21.0,64.0,0.0,2.0,0.0,11.0,1.0,17.0,12.0,30.0,43.0,7.0,17.0,34.0,31.0,11.0,8.0,33.0,9.0,1.0,1.084,1.028,0.218,0.0,0.0,0.0,60.475,43.0,40.584,2.0,0.46,0.154,0.154,2.636,2.518,2.497,0
ARI,2014,ARI,2014020030,17,29,0,20141011,Team Level,all,0.6311,0.504,0.5699,3886.0,38.603,3.086,2.488,9.693,1.181,20.039,16.513,2.992,2.921,2.833,40.0,13.0,10.0,63.0,3.0,4.0,0.0,9.0,2.0,17.0,18.0,37.0,50.0,6.0,12.0,32.0,30.0,13.0,4.0,41.0,8.0,4.0,1.06,0.855,1.171,0.0,3.0,0.0,59.882,53.0,50.358,2.0,0.546,1.171,1.171,2.461,2.338,2.298,28.393,1.804,1.784,6.713,0.899,16.309,12.491,1.779,1.929,1.903,26.0,14.0,22.0,62.0,2.0,2.0,0.0,8.0,0.0,12.0,16.0,24.0,38.0,7.0,14.0,38.0,32.0,1.0,2.0,32.0,8.0,0.0,0.68,1.124,0.0,1.0,1.0,0.0,65.442,40.0,42.106,0.0,0.388,0.268,0.268,1.923,2.047,2.033,0
EDM,2014,EDM,2014020031,2,26,1,20141011,Team Level,all,0.292,0.3952,0.3824,3900.0,26.767,1.738,1.913,5.65,0.831,15.827,13.04,1.719,1.839,1.818,29.0,10.0,10.0,49.0,4.0,0.0,0.0,7.0,3.0,10.0,15.0,25.0,35.0,7.0,19.0,34.0,23.0,10.0,8.0,34.0,4.0,1.0,1.016,0.496,0.226,1.0,2.0,1.0,52.224,39.0,41.361,8.0,0.423,0.0,0.0,2.161,2.284,2.258,43.829,4.214,3.424,9.567,1.683,26.156,17.955,4.006,4.071,3.866,43.0,20.0,12.0,75.0,4.0,1.0,0.0,11.0,4.0,25.0,18.0,39.0,59.0,4.0,11.0,41.0,30.0,5.0,8.0,43.0,17.0,3.0,1.454,1.911,0.85,1.0,2.0,1.0,71.406,63.0,60.086,7.0,0.775,0.094,0.765,4.224,4.058,3.914,0
WPG,2014,WPG,2014020032,3,28,1,20141011,Team Level,all,0.4465,0.5046,0.4937,3600.0,28.868,2.377,2.307,6.439,1.001,14.665,12.21,2.288,2.354,2.266,30.0,9.0,16.0,55.0,0.0,6.0,0.0,6.0,1.0,15.0,11.0,30.0,39.0,9.0,18.0,29.0,31.0,5.0,5.0,28.0,10.0,1.0,0.816,1.259,0.302,0.0,0.0,0.0,52.332,39.0,38.025,1.0,0.509,0.83,0.83,2.057,2.034,1.989,27.189,2.947,2.102,6.389,0.95,17.495,10.118,2.848,2.98,2.88,26.0,14.0,14.0,54.0,3.0,2.0,0.0,5.0,3.0,17.0,10.0,23.0,37.0,3.0,6.0,30.0,23.0,8.0,23.0,32.0,4.0,4.0,1.301,0.422,1.224,2.0,0.0,1.0,56.144,40.0,41.018,12.0,0.478,0.279,0.279,3.145,3.177,3.135,0
NYR,2014,NYR,2014020033,0,11,0,20141012,Team Level,all,0.4967,0.5078,0.505,3600.0,38.087,3.83,2.765,7.808,1.157,20.375,15.064,3.671,3.541,3.394,38.0,13.0,14.0,65.0,3.0,2.0,1.0,13.0,1.0,16.0,16.0,35.0,48.0,4.0,8.0,29.0,16.0,6.0,16.0,36.0,11.0,4.0,1.455,1.326,1.049,2.0,0.0,1.0,59.841,51.0,47.403,11.0,0.589,0.469,0.469,3.951,3.653,3.576,37.69,3.881,2.718,7.621,1.105,19.771,14.904,3.792,4.183,4.088,36.0,14.0,13.0,63.0,6.0,1.0,1.0,5.0,2.0,19.0,17.0,30.0,44.0,2.0,4.0,37.0,23.0,2.0,8.0,38.0,6.0,6.0,0.939,0.737,2.204,1.0,1.0,4.0,69.178,50.0,54.226,6.0,0.601,0.396,0.396,4.086,4.373,4.282,0
WPG,2014,WPG,2014020034,3,29,1,20141012,Team Level,all,0.4637,0.4762,0.4828,3600.0,30.566,2.954,1.916,6.916,0.907,16.435,12.871,2.934,2.923,2.903,30.0,12.0,8.0,50.0,1.0,1.0,1.0,7.0,0.0,17.0,16.0,29.0,41.0,7.0,20.0,37.0,40.0,3.0,11.0,30.0,9.0,3.0,0.776,1.197,0.982,0.0,0.0,1.0,47.094,42.0,40.705,10.0,0.414,0.386,0.386,2.982,2.959,2.944,33.341,3.416,2.333,8.202,1.113,17.311,12.625,3.161,3.448,3.194,31.0,14.0,10.0,55.0,4.0,6.0,3.0,4.0,0.0,9.0,22.0,27.0,41.0,6.0,18.0,30.0,31.0,7.0,13.0,32.0,8.0,5.0,1.003,1.039,1.374,1.0,0.0,3.0,59.564,45.0,46.519,12.0,0.506,1.528,1.528,2.394,2.433,2.363,0
COL,2014,COL,2014020035,9,24,1,20141013,Team Level,all,0.3691,0.4742,0.4868,3600.0,27.697,1.341,1.784,6.065,0.84,14.892,12.077,1.32,1.402,1.379,30.0,7.0,9.0,46.0,2.0,1.0,0.0,5.0,2.0,11.0,16.0,28.0,35.0,2.0,7.0,29.0,19.0,9.0,9.0,33.0,4.0,0.0,0.866,0.475,0.0,1.0,1.0,0.0,47.365,37.0,37.994,3.0,0.412,0.034,0.034,1.719,1.793,1.765,28.471,2.292,1.765,6.463,0.882,15.521,12.077,2.241,2.206,2.157,28.0,11.0,12.0,51.0,1.0,1.0,0.0,8.0,1.0,9.0,19.0,27.0,38.0,4.0,11.0,32.0,16.0,8.0,5.0,28.0,10.0,1.0,0.672,1.157,0.463,0.0,1.0,0.0,49.68,39.0,38.021,0.0,0.371,0.463,0.463,2.2,2.121,2.109,0
ANA,2014,ANA,2014020036,10,16,1,20141013,Team Level,all,0.745,0.6818,0.7692,3600.0,41.874,3.647,3.029,9.521,1.572,24.455,17.775,3.553,3.952,3.846,44.0,16.0,15.0,75.0,5.0,4.0,0.0,16.0,0.0,22.0,13.0,39.0,55.0,5.0,13.0,45.0,21.0,1.0,3.0,49.0,7.0,4.0,1.33,0.888,1.429,1.0,3.0,1.0,82.347,60.0,65.512,1.0,0.682,0.619,0.619,3.711,3.993,3.94,13.435,1.248,0.938,2.756,0.425,7.574,5.059,1.232,1.205,1.19,12.0,6.0,17.0,35.0,1.0,1.0,0.0,3.0,0.0,3.0,10.0,11.0,17.0,9.0,19.0,21.0,17.0,3.0,6.0,12.0,5.0,1.0,0.245,0.509,0.494,0.0,1.0,0.0,32.239,18.0,17.03,4.0,0.206,0.494,0.494,0.959,0.907,0.903,0
FLA,2014,FLA,2014020037,15,18,0,20141013,Team Level,all,0.5758,0.567,0.56,3600.0,29.552,2.446,1.808,6.785,1.065,16.499,13.397,2.353,2.334,2.244,30.0,12.0,13.0,55.0,0.0,0.0,0.0,10.0,4.0,16.0,12.0,30.0,42.0,6.0,12.0,32.0,42.0,8.0,6.0,32.0,9.0,1.0,1.125,0.976,0.344,0.0,0.0,0.0,52.97,42.0,40.476,3.0,0.385,0.0,0.535,2.296,2.192,2.132,22.159,1.802,1.443,4.43,0.727,13.993,10.605,1.792,1.864,1.854,23.0,10.0,9.0,42.0,1.0,0.0,0.0,3.0,0.0,12.0,17.0,22.0,32.0,4.0,8.0,36.0,35.0,11.0,4.0,28.0,4.0,1.0,0.793,0.42,0.589,0.0,0.0,1.0,43.78,33.0,34.501,3.0,0.317,0.0,0.0,2.119,2.195,2.182,0
NYR,2014,NYR,2014020038,0,12,0,20141014,Team Level,all,0.5178,0.6,0.5729,3600.0,40.321,3.803,2.993,8.251,1.303,22.282,16.368,3.661,3.734,3.593,43.0,12.0,20.0,75.0,3.0,3.0,0.0,12.0,0.0,18.0,19.0,40.0,52.0,4.0,8.0,32.0,25.0,12.0,6.0,33.0,20.0,2.0,0.984,2.318,0.501,2.0,1.0,0.0,72.941,55.0,54.039,3.0,0.648,0.348,0.348,4.103,4.021,3.873,30.936,3.542,2.106,6.55,0.947,15.275,12.579,3.486,3.711,3.652,27.0,14.0,9.0,50.0,6.0,1.0,0.0,2.0,2.0,13.0,17.0,21.0,35.0,4.0,8.0,29.0,26.0,3.0,10.0,25.0,9.0,7.0,0.529,1.114,1.899,2.0,1.0,3.0,53.395,41.0,43.28,5.0,0.508,0.264,0.264,3.787,3.97,3.91,0
PHI,2014,PHI,2014020039,4,10,0,20141014,Team Level,all,0.6897,0.632,0.6222,3900.0,41.493,4.043,2.881,9.419,1.298,22.343,16.015,3.576,3.929,3.464,42.0,14.0,23.0,79.0,3.0,4.0,1.0,8.0,0.0,24.0,17.0,39.0,53.0,2.0,4.0,30.0,30.0,5.0,10.0,40.0,12.0,4.0,1.331,1.502,1.21,0.0,2.0,1.0,74.573,56.0,53.41,9.0,0.649,1.16,1.16,3.532,3.412,3.265,25.941,1.819,1.85,7.011,0.789,13.257,9.273,1.797,1.957,1.933,28.0,6.0,12.0,46.0,3.0,3.0,1.0,12.0,0.0,8.0,8.0,25.0,31.0,4.0,8.0,30.0,43.0,4.0,9.0,26.0,6.0,2.0,0.696,0.657,0.466,0.0,2.0,1.0,49.16,34.0,36.4,6.0,0.439,0.315,0.315,1.943,2.078,2.071,0
WSH,2014,WSH,2014020040,19,28,0,20141014,Team Level,all,0.6083,0.5591,0.5949,3900.0,34.378,4.194,2.633,7.241,1.16,18.318,13.454,4.004,3.932,3.747,34.0,13.0,24.0,71.0,5.0,4.0,1.0,6.0,1.0,10.0,21.0,29.0,42.0,3.0,6.0,32.0,26.0,12.0,6.0,25.0,18.0,4.0,0.917,2.175,1.102,1.0,4.0,0.0,64.682,47.0,43.355,5.0,0.582,1.027,1.027,3.748,3.495,3.421,23.266,2.701,1.636,5.104,0.713,11.909,9.937,2.669,2.866,2.831,23.0,9.0,24.0,56.0,5.0,2.0,2.0,4.0,1.0,8.0,12.0,18.0,27.0,4.0,8.0,33.0,13.0,2.0,6.0,22.0,7.0,3.0,0.581,0.762,1.358,1.0,2.0,2.0,60.674,32.0,34.615,6.0,0.374,1.094,1.358,1.717,1.85,1.839,0
BUF,2014,BUF,2014020041,16,27,1,20141014,Team Level,all,0.2128,0.3694,0.369,3900.0,22.618,0.876,1.447,5.613,0.74,12.263,10.062,0.87,0.934,0.928,26.0,5.0,10.0,41.0,3.0,2.0,0.0,4.0,1.0,10.0,11.0,23.0,28.0,3.0,6.0,19.0,34.0,6.0,6.0,29.0,2.0,0.0,0.661,0.215,0.0,2.0,1.0,0.0,42.813,31.0,32.433,2.0,0.344,0.044,0.044,1.175,1.245,1.236,38.678,3.24,2.587,10.091,1.227,20.62,15.236,3.188,3.07,3.021,25.0,28.0,17.0,70.0,3.0,3.0,1.0,6.0,1.0,19.0,21.0,22.0,50.0,2.0,4.0,41.0,24.0,11.0,5.0,41.0,9.0,3.0,1.33,0.911,0.999,0.0,2.0,1.0,65.897,53.0,50.161,3.0,0.559,0.999,0.999,2.799,2.657,2.631,0
DAL,2014,DAL,2014020042,5,20,1,20141014,Team Level,all,0.4512,0.5214,0.5161,3600.0,33.326,2.499,2.131,7.89,1.112,20.058,14.31,2.488,2.631,2.619,35.0,13.0,13.0,61.0,4.0,2.0,0.0,4.0,5.0,14.0,19.0,31.0,44.0,5.0,13.0,32.0,20.0,1.0,0.0,41.0,6.0,1.0,0.879,0.692,0.928,1.0,2.0,1.0,66.361,48.0,52.173,0.0,0.434,0.065,0.065,2.868,3.029,3.016,32.006,3.04,2.432,7.175,1.072,18.76,12.521,2.919,2.908,2.792,35.0,10.0,11.0,56.0,2.0,4.0,1.0,5.0,2.0,15.0,17.0,33.0,43.0,2.0,7.0,42.0,27.0,9.0,5.0,32.0,11.0,2.0,0.988,1.42,0.631,1.0,0.0,1.0,52.689,45.0,42.493,0.0,0.536,0.946,0.946,2.63,2.507,2.465,0
COL,2014,COL,2014020043,9,11,1,20141014,Team Level,all,0.3385,0.4167,0.4,3634.0,24.543,2.299,1.877,5.289,0.72,12.952,10.863,2.237,2.428,2.364,24.0,10.0,16.0,50.0,2.0,2.0,1.0,10.0,1.0,7.0,12.0,22.0,32.0,6.0,12.0,25.0,35.0,8.0,7.0,25.0,7.0,2.0,0.836,0.819,0.644,0.0,1.0,1.0,51.645,34.0,35.211,3.0,0.404,0.644,0.644,2.058,2.174,2.151,37.362,4.492,2.785,8.171,1.18,20.411,13.961,4.348,4.325,4.186,40.0,11.0,19.0,70.0,3.0,1.0,0.0,6.0,0.0,22.0,19.0,37.0,48.0,4.0,8.0,35.0,37.0,13.0,12.0,24.0,22.0,5.0,0.788,2.519,1.185,0.0,1.0,2.0,68.067,51.0,49.631,6.0,0.636,0.274,0.274,4.853,4.687,4.563,0
N.J,2014,N.J,2014020044,6,7,1,20141014,Team Level,all,0.5259,0.4574,0.4861,3600.0,24.599,2.695,1.893,5.551,0.782,14.681,9.398,2.589,2.815,2.702,25.0,10.0,8.0,43.0,2.0,5.0,2.0,0.0,3.0,12.0,13.0,23.0,33.0,4.0,8.0,26.0,22.0,6.0,9.0,27.0,4.0,4.0,0.679,0.441,1.575,0.0,0.0,2.0,45.018,35.0,36.562,5.0,0.41,1.652,1.652,1.453,1.543,1.527,26.045,2.43,2.042,5.557,0.835,15.536,10.6,2.394,2.318,2.284,27.0,10.0,14.0,51.0,1.0,2.0,0.0,11.0,0.0,9.0,14.0,26.0,36.0,4.0,8.0,24.0,15.0,7.0,5.0,26.0,10.0,1.0,0.922,1.235,0.273,0.0,1.0,0.0,49.01,37.0,35.565,3.0,0.443,0.396,0.396,2.477,2.358,2.345,0
NSH,2014,NSH,2014020045,22,23,0,20141014,Team Level,all,0.5343,0.4299,0.4507,3900.0,23.425,2.274,1.742,4.914,0.748,12.681,9.641,2.254,2.191,2.172,21.0,11.0,14.0,46.0,2.0,2.0,0.0,5.0,2.0,9.0,12.0,19.0,30.0,4.0,8.0,35.0,17.0,7.0,10.0,22.0,7.0,3.0,0.758,0.813,0.703,1.0,0.0,1.0,44.782,32.0,31.25,5.0,0.376,0.156,0.156,2.494,2.397,2.381,27.81,1.982,1.644,5.967,0.8,15.65,12.957,1.974,2.042,2.034,28.0,11.0,22.0,61.0,2.0,1.0,0.0,7.0,0.0,12.0,17.0,26.0,37.0,3.0,6.0,47.0,14.0,3.0,4.0,34.0,3.0,2.0,0.819,0.369,0.794,1.0,0.0,1.0,63.239,39.0,40.125,3.0,0.364,0.224,0.224,2.122,2.185,2.176,0
EDM,2014,EDM,2014020046,2,29,1,20141014,Team Level,all,0.457,0.5408,0.5125,3600.0,30.093,2.224,1.908,6.863,0.889,16.008,13.108,2.19,2.156,2.123,32.0,9.0,12.0,53.0,1.0,4.0,0.0,6.0,3.0,16.0,11.0,31.0,40.0,4.0,11.0,25.0,28.0,2.0,5.0,36.0,2.0,3.0,0.975,0.223,1.026,1.0,0.0,0.0,48.631,41.0,39.507,4.0,0.4,0.835,0.835,1.789,1.739,1.729,28.576,2.642,2.007,6.599,0.904,15.557,11.291,2.599,2.7,2.656,26.0,13.0,6.0,45.0,6.0,4.0,1.0,5.0,3.0,4.0,17.0,20.0,33.0,4.0,11.0,33.0,38.0,3.0,10.0,26.0,10.0,3.0,0.814,1.178,0.65,2.0,2.0,2.0,49.412,39.0,40.44,7.0,0.435,0.653,0.653,2.425,2.482,2.474,0
BOS,2014,BOS,2014020047,24,25,1,20141015,Team Level,all,0.7189,0.619,0.6316,3900.0,36.291,3.866,2.732,8.504,1.109,17.869,13.92,3.67,4.067,3.863,39.0,9.0,17.0,65.0,2.0,4.0,1.0,9.0,4.0,10.0,19.0,37.0,46.0,5.0,10.0,32.0,27.0,4.0,6.0,32.0,9.0,7.0,0.786,1.143,1.937,0.0,0.0,2.0,67.175,48.0,49.688,4.0,0.617,0.938,0.938,3.545,3.71,3.624,19.701,1.512,1.353,4.421,0.629,11.666,8.419,1.49,1.464,1.442,20.0,8.0,12.0,40.0,2.0,0.0,0.0,4.0,2.0,11.0,9.0,18.0,26.0,3.0,6.0,29.0,19.0,6.0,6.0,23.0,4.0,1.0,0.762,0.526,0.224,2.0,0.0,0.0,38.885,28.0,27.15,3.0,0.298,0.0,0.0,1.81,1.752,1.724,0
CHI,2014,CHI,2014020048,21,23,0,20141015,Team Level,all,0.7476,0.7442,0.75,3875.0,47.047,4.126,3.254,10.251,1.529,26.917,19.923,4.02,3.973,3.872,50.0,16.0,30.0,96.0,1.0,1.0,0.0,12.0,2.0,23.0,27.0,49.0,65.0,1.0,2.0,35.0,14.0,8.0,9.0,47.0,18.0,1.0,1.647,2.137,0.343,0.0,1.0,0.0,92.405,66.0,63.934,5.0,0.708,0.135,0.477,4.357,4.2,4.121,16.375,1.393,0.99,3.612,0.489,7.934,7.582,1.39,1.454,1.451,18.0,4.0,11.0,33.0,2.0,0.0,0.0,6.0,0.0,3.0,11.0,16.0,20.0,7.0,14.0,27.0,17.0,3.0,3.0,17.0,3.0,2.0,0.581,0.314,0.497,2.0,0.0,0.0,34.574,22.0,22.977,3.0,0.213,0.0,0.0,1.606,1.679,1.675,0
